,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Bwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,ACK Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Init Bwd Win Byts,Fwd Act Data Pkts,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
74,253,2,1,0,0,0,0,0,0,0,0,0,0,0,11857.70751,126.5,167.5843071,245,8,245,245,0,245,245,0,0,0,0,0,0,40,20,7905.13834,3952.56917,0,0,0,0,0,0,0,0,1,0,0,0,0,64240,0,0,0,0,0,0,0,0,0,1
75,16729265,15,8,454,2530,227,0,30.26666667,79.87353099,1316,0,316.25,514.1258184,178.3700599,1.374836253,760421.1364,1638354.41,6008583,6,12086291,863306.5,1715519.633,6008583,6,16729265,2389895,3425834.852,9181918,2617,0,340,176,0.896632339,0.478203914,0,1316,124.3333333,321.8450433,103584.2319,0,1,0,0,0,129.7391304,30.26666667,316.25,6432,2,2972648,0,2972648,2972648,6008583,0,6008583,6008583,1
76,3562031,7,3,40,0,20,0,5.714285714,9.759000729,0,0,0,0,11.22954854,2.807387134,395781.2222,961443.0146,2933912,6,3246731,541121.8333,1178868.167,2933912,6,3562031,1781015.5,2072096.519,3246209,315822,0,164,76,1.965170994,0.84221614,0,20,3.636363636,8.09039835,65.45454545,0,1,0,0,0,4,5.714285714,0,5840,2,0,0,0,0,0,0,0,0,1
77,262,2,2,104,0,104,0,52,73.53910524,0,0,0,0,396946.5649,15267.17557,87.33333333,141.747428,251,4,251,251,0,251,251,4,4,0,4,4,0,40,40,7633.587786,7633.587786,0,104,20.8,46.51021393,2163.2,0,0,0,1,1,26,52,0,0,1,0,0,0,0,0,0,0,0,1
78,245489,5,3,1736,855,868,0,347.2,475.4231799,855,0,285,493.6344802,10554.44439,32.5880182,35069.85714,59696.77697,124245,7,121237,30309.25,60354.08537,120840,9,245489,122744.5,2963.48452,124840,120649,0,108,76,20.36751138,12.22050683,0,868,287.8888889,431.8496395,186494.1111,0,1,0,0,0,323.875,347.2,285,6944,2,0,0,0,0,0,0,0,0,1
79,1415,2,1,0,0,0,0,0,0,0,0,0,0,0,2120.141343,707.5,987.8281733,1406,9,1406,1406,0,1406,1406,0,0,0,0,0,0,40,20,1413.427562,706.7137809,0,0,0,0,0,0,0,0,1,0,0,0,0,63385,0,0,0,0,0,0,0,0,0,1
80,210068,5,5,1124,559,562,0,224.8,307.8200773,559,0,111.8,249.9923999,8011.691452,47.60363311,23340.88889,45445.5612,103644,5,103868,25967,51732.16719,103565,7,210068,52517,59180.39871,104183,5,0,108,116,23.80181655,23.80181655,0,562,153,262.0438895,68667,0,1,0,0,1,168.3,224.8,111.8,6744,2,0,0,0,0,0,0,0,0,1
81,1485,2,1,0,0,0,0,0,0,0,0,0,0,0,2020.20202,742.5,1024.597726,1467,18,1467,1467,0,1467,1467,0,0,0,0,0,0,40,20,1346.801347,673.4006734,0,0,0,0,0,0,0,0,1,0,0,0,0,63681,0,0,0,0,0,0,0,0,0,1
82,249294,5,3,1840,344,920,0,368,503.9047529,344,0,114.6666667,198.6084926,8760.740331,32.09062392,35613.42857,60673.58736,127934,8,121352,30338,60475.46827,121051,10,249294,124647,5393.810527,128461,120833,0,108,76,20.05663995,12.03398397,0,920,242.6666667,400.1799595,160144,0,1,0,0,0,273,368,114.6666667,7360,2,0,0,0,0,0,0,0,0,1
83,360,2,1,0,0,0,0,0,0,0,0,0,0,0,8333.333333,180,243.2447327,352,8,352,352,0,352,352,0,0,0,0,0,0,40,20,5555.555556,2777.777778,0,0,0,0,0,0,0,0,1,0,0,0,0,63896,0,0,0,0,0,0,0,0,0,1
84,221837,5,5,1168,600,584,0,233.6,319.8699736,600,0,120,268.3281573,7969.815675,45.07814296,24648.55556,45051.68362,103777,7,104185,26046.25,51896.65435,103891,8,221837,55459.25,56318.55796,104312,7,0,108,116,22.53907148,22.53907148,0,600,160.7272727,275.308224,75794.61818,0,1,0,0,1,176.8,233.6,120,7008,2,0,0,0,0,0,0,0,0,1
85,1740,2,1,0,0,0,0,0,0,0,0,0,0,0,1724.137931,870,1217.637877,1731,9,1731,1731,0,1731,1731,0,0,0,0,0,0,40,20,1149.425287,574.7126437,0,0,0,0,0,0,0,0,1,0,0,0,0,63640,0,0,0,0,0,0,0,0,0,1
86,93692,5,5,594,660,297,0,118.8,162.6735996,660,0,132,295.160973,13384.28041,106.7326986,10410.22222,20067.14131,45945,5,46176,11544,22895.67415,45887,7,93692,23423,26154.56936,46477,5,0,108,116,53.36634931,53.36634931,0,660,114,216.5783923,46906.2,0,1,0,0,1,125.4,118.8,132,6432,2,0,0,0,0,0,0,0,0,1
87,3128,2,1,0,0,0,0,0,0,0,0,0,0,0,959.0792839,1564,2200.516303,3120,8,3120,3120,0,3120,3120,0,0,0,0,0,0,40,20,639.3861893,319.6930946,0,0,0,0,0,0,0,0,1,0,0,0,0,63580,0,0,0,0,0,0,0,0,0,1
88,73835,5,3,620,909,310,0,124,169.7939928,909,0,303,524.8113947,20708.33615,108.3496987,10547.85714,17830.81146,37959,8,35868,8967,17730.49836,35562,8,73835,36917.5,2290.318864,38537,35298,0,108,76,67.71856166,40.63113699,0,909,169.8888889,307.9612169,94840.11111,0,1,0,0,0,191.125,124,303,64240,2,0,0,0,0,0,0,0,0,1
89,2810,2,1,0,0,0,0,0,0,0,0,0,0,0,1067.615658,1405,1975.656347,2802,8,2802,2802,0,2802,2802,0,0,0,0,0,0,40,20,711.7437722,355.8718861,0,0,0,0,0,0,0,0,1,0,0,0,0,63331,0,0,0,0,0,0,0,0,0,1
90,5680489,1,1,124,104,124,124,124,0,104,104,104,0,40.13738958,0.352082365,5680489,0,5680489,5680489,0,0,0,0,0,0,0,0,0,0,1,20,20,0.176041182,0.176041182,104,124,110.6666667,11.54700538,133.3333333,1,0,0,1,1,166,124,104,64240,1,0,0,0,0,0,0,0,0,1
91,10048812,7,5,576,706,288,0,82.28571429,140.5296105,706,0,141.2,315.7327984,127.5772698,1.194171012,913528.3636,2957326.061,9828895,6,219911,36651.83333,78505.94949,195718,7,10048812,2512203,4991994.546,10000176,394,0,148,116,0.696599757,0.497571255,0,706,98.61538462,211.7189719,44824.92308,0,1,0,0,0,106.8333333,82.28571429,141.2,6432,2,0,0,0,0,0,0,0,0,1
92,10059252,7,5,576,733,288,0,82.28571429,140.5296105,733,0,146.6,327.8075655,130.1289599,1.192931641,914477.4545,2960519.92,9839628,6,219618,36603,76162.62312,190270,6,10059252,2514813,4990298.181,10000233,630,0,148,116,0.695876791,0.497054851,0,733,100.6923077,218.2068532,47614.23077,0,1,0,0,0,109.0833333,82.28571429,146.6,6432,2,0,0,0,0,0,0,0,0,1
93,12017288,1,1,124,124,124,124,124,0,124,124,124,0,20.63693572,0.166426901,12017288,0,12017288,12017288,0,0,0,0,0,0,0,0,0,0,1,20,20,0.08321345,0.08321345,124,124,124,0,0,1,0,0,1,1,186,124,124,64240,1,0,0,0,0,0,0,0,0,1
94,32029662,2,1,0,0,0,0,0,0,0,0,0,0,0,0.09366318,16014831,22648378.47,32029653,9,32029653,32029653,0,32029653,32029653,0,0,0,0,0,0,40,20,0.06244212,0.03122106,0,0,0,0,0,0,0,0,1,0,0,0,0,63323,0,0,0,0,0,0,0,0,0,1
95,159563,5,5,458,194,229,0,91.6,125.4284657,194,0,38.8,86.75943753,4086.160325,62.67117063,17729.22222,33422.25842,77405,6,76225,19056.25,37940.6645,75967,6,159563,39890.75,42719.10749,77876,7,0,108,116,31.33558532,31.33558532,0,229,59.27272727,101.917703,10387.21818,0,1,0,0,1,65.2,91.6,38.8,6432,2,0,0,0,0,0,0,0,0,1
96,257,2,1,0,0,0,0,0,0,0,0,0,0,0,11673.15175,128.5,170.4127343,249,8,249,249,0,249,249,0,0,0,0,0,0,40,20,7782.101167,3891.050584,0,0,0,0,0,0,0,0,1,0,0,0,0,64046,0,0,0,0,0,0,0,0,0,1
97,87377462,25,16,1486,93,422,0,59.44,123.3048661,22,0,5.8125,8.572971091,18.07102156,0.469228552,2184436.55,13492334.91,85381631,7,87330712,3638779.667,17434858.13,85489922,7,87377462,5825164.133,22009409.74,85381945,5215,0,508,336,0.286114971,0.183113581,0,422,37.5952381,98.21655007,9646.490708,0,1,0,0,0,38.51219512,59.44,5.8125,7504,14,22791,0,22791,22791,85381631,0,85381631,85381631,1
98,241,2,1,0,0,0,0,0,0,0,0,0,0,0,12448.13278,120.5,159.0990258,233,8,233,233,0,233,233,0,0,0,0,0,0,40,20,8298.755187,4149.377593,0,0,0,0,0,0,0,0,1,0,0,0,0,64147,0,0,0,0,0,0,0,0,0,1
